X,Y,MAPSOURCE,SOURCEDATE,EDITDATE,MAPMETHOD,QUADNAME,UNITNAME,COUNTY,STATE,X_COORD,Y_COORD,LAT,LON,WATERSHED,STREAMNAME,ELEVATION,YEAR,NOTES,COORD_UNITS,COORD_SYSTEM,DATUM,UTM_ZONE,MANAGEMENTZONE,PARKDISTRICT,CREATEDATE,UNITCODE,VEG_CLASS,LANDFORM,GlobalID,LOC_NAME,LOC_ID,TRAIL,ROAD,VALID_RESULT,DDMLat,DDMLon,DMSLat,DMSLon,Carto_Type,FEATURE_ID,MTFCC,IMARS_NAME,IMARS_ID,RVP_NAME,PUBLICDISPLAY,DATAACCESS,REGIONCODE,CREATEUSER,EDITUSER,XYACCURACY,ZACCURACY,OBJECTID
-83.08598287,35.69177331,,,2020-04-13T04:50:42.955Z,Derived/Calculated,COVE CREEK GAP,Great Smoky Mountians National Park,Haywood,North Carolina,311253.38,3951766.81,35.69176641,-83.08597893,Lower Cataloochee Creek,Dogwood Flats Creek,1296,,,m,UTM,NAD83,17,,Cataloochee District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Upper slopes, mesas",ad2d2f69-3938-4e7d-9d4e-79182158c3ee,Scottish Mount,,Mount Sterling Trail,Old Cataloochee Turnpike,Certified,35° 41.506' N,83° 5.159' W,"35° 41' 30.359"" N","83° 5' 9.524"" W",Summit,1015337,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,36
-83.21505569,35.69255703,,,2020-04-13T04:50:42.955Z,Derived/Calculated,LUFTEE KNOB,Great Smoky Mountians National Park,Haywood,North Carolina,299574.57,3952109.66,35.69255013,-83.21505171,Big Creek,,6214.762695,,GRSM Website 6234,m,UTM,NAD83,17,,Cosby District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",ff9829b3-2a37-4c63-8145-f2b3d3e677c5,Luftee Knob,,Balsam Mountain Trail,Cosby Campround Road B,Certified,35° 41.553' N,83° 12.903' W,"35° 41' 33.180"" N","83° 12' 54.186"" W",Summit,989123,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,37
-83.22406529,35.69357971,,,2020-04-13T04:50:42.955Z,Derived/Calculated,LUFTEE KNOB,Great Smoky Mountians National Park,Haywood,North Carolina,298761.79,3952241.55,35.69357282,-83.22406131,Big Creek,Dans Branch,6089.780762,,,m,UTM,NAD83,17,,Cosby District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",4c4197f2-e137-45cb-b70e-b735a54e23a5,Thermo Knob,,Balsam Mountain Trail,Cosby Campround Road B,Certified,35° 41.614' N,83° 13.444' W,"35° 41' 36.862"" N","83° 13' 26.621"" W",Summit,1022934,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,38
-83.24830077,35.69417079,,,2020-04-13T04:50:42.955Z,Derived/Calculated,LUFTEE KNOB,Great Smoky Mountians National Park,Swain,North Carolina,296570.05,3952357.09,35.69416389,-83.24829679,Straight Fork Raven Fork,Straight Fork Raven Fork,6179.26416,,,m,UTM,NAD83,17,,Cosby District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",a8f9fc2c-d12c-4647-b8a8-0aefe422a812,Mount Yonaguska,,Balsam Mountain Trail,Cosby Campround Road B,Certified,35° 41.650' N,83° 14.898' W,"35° 41' 38.990"" N","83° 14' 53.868"" W",Summit,1023669,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,39
-83.12237733,35.70158107,,,2020-04-13T04:50:42.955Z,Derived/Calculated,COVE CREEK GAP,Great Smoky Mountians National Park,Haywood,North Carolina,307983.33,3952925.42,35.70157417,-83.12237338,Lower Cataloochee Creek,Dude Branch,5843,,,m,UTM,NAD83,17,,Cosby District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Upper slopes, mesas",54ed0f55-160e-4cd3-b8b8-61e6210a4b97,Mount Sterling,,Baxter Creek Trail,Old Cataloochee Turnpike,Certified,35° 42.094' N,83° 7.342' W,"35° 42' 5.667"" N","83° 7' 20.544"" W",Summit,1015818,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,40
-83.19767848,35.72532518,,,2020-04-13T04:50:42.955Z,Derived/Calculated,LUFTEE KNOB,Great Smoky Mountians National Park,Haywood,North Carolina,301228.59,3955709.46,35.72531828,-83.19767451,Big Creek,,5082.548828,,5082.548828,m,UTM,NAD83,17,,Cosby District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",e1f162dd-6ddb-45df-9fa2-dcc9dec7aac4,Ross Knob,,Appalachian Trail,Cosby Campround Road B,Certified,35° 43.519' N,83° 11.860' W,"35° 43' 31.146"" N","83° 11' 51.628"" W",Summit,1022401,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,41
-83.21720111,35.72564376,,,2020-04-13T04:50:42.955Z,Derived/Calculated,LUFTEE KNOB,Great Smoky Mountians National Park,Haywood,North Carolina,299463.36,3955784.55,35.72563686,-83.21719713,Cosby Creek,Rock Creek,5201.318359,,,m,UTM,NAD83,17,,Cosby District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",118c5e95-db36-4dcf-8d95-28708be0b685,Camel HuMile Post Knob,,Appalachian Trail,Cosby Campround Road B,Certified,35° 43.538' N,83° 13.032' W,"35° 43' 32.293"" N","83° 13' 1.910"" W",Summit,1019482,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,42
-83.24113515,35.7266656,,,2020-04-13T04:50:42.955Z,Derived/Calculated,LUFTEE KNOB,Great Smoky Mountians National Park,Cocke,Tennessee,297300.86,3955947.12,35.7266587,-83.24113117,Big Creek,Inadu Creek,5952.634766,,,m,UTM,NAD83,17,,Cosby District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",152bd741-8094-46ca-ae7d-ac7dd8182acb,Inadu Knob,,Appalachian Trail,Cosby Campround Road B,Certified,35° 43.600' N,83° 14.468' W,"35° 43' 35.971"" N","83° 14' 28.072"" W",Summit,1020882,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,43
-83.18654282,35.72982676,,,2020-04-13T04:50:42.955Z,Derived/Calculated,LUFTEE KNOB,Great Smoky Mountians National Park,Haywood,North Carolina,302247.06,3956186.33,35.72981986,-83.18653885,Big Creek,,5200.46875,,,m,UTM,NAD83,17,,Cosby District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Upper slopes, mesas",0448be25-def5-4c79-8546-df4a53e33139,Cosby Knob,,Appalachian Trail,Cosby Campround Road B,Certified,35° 43.789' N,83° 11.192' W,"35° 43' 47.352"" N","83° 11' 11.540"" W",Summit,1019797,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,44
-83.16654231,35.74093797,,,2020-04-13T04:50:42.955Z,Derived/Calculated,LUFTEE KNOB,Great Smoky Mountians National Park,Haywood,North Carolina,304083.44,3957378.8,35.74093106,-83.16653834,Big Creek,,4611.666016,,,m,UTM,NAD83,17,,Cosby District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Upper slopes, mesas",d9e48192-02e4-47ca-9760-c94045af3d61,Rough Mountain,,Appalachian Trail,Cosby Campround Road B,Certified,35° 44.456' N,83° 9.992' W,"35° 44' 27.352"" N","83° 9' 59.538"" W",Summit,1027453,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,45
-83.17127666,35.74582007,,,2020-04-13T04:50:42.955Z,Derived/Calculated,LUFTEE KNOB,Great Smoky Mountians National Park,Haywood,North Carolina,303667.25,3957929.87,35.74581316,-83.17127269,Cosby Creek,,5033.591797,,5033.591797,m,UTM,NAD83,17,,Cosby District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",e919c731-71e0-4d17-b68b-f84b429f88ac,Sunup Knob,,Appalachian Trail,Cosby Campround Road B,Certified,35° 44.749' N,83° 10.276' W,"35° 44' 44.927"" N","83° 10' 16.582"" W",Summit,1027469,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,46
-83.183301,35.74632745,,,2020-04-13T04:50:42.955Z,Derived/Calculated,LUFTEE KNOB,Great Smoky Mountians National Park,Cocke,Tennessee,302581.06,3958010.31,35.74632055,-83.18329703,Cosby Creek,Cosby Creek,4649.560547,,4649.560547,m,UTM,NAD83,17,,Cosby District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",226a3756-eb87-4876-b314-9a794461371a,Rocky Face Mountain,,Appalachian Trail,Cosby Campround Road B,Certified,35° 44.779' N,83° 10.998' W,"35° 44' 46.754"" N","83° 10' 59.869"" W",Summit,1299883,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,47
-83.23659798,35.73169639,,,2020-04-13T04:50:42.955Z,Derived/Calculated,LUFTEE KNOB,Great Smoky Mountians National Park,Cocke,Tennessee,297724.02,3956495.85,35.73168949,-83.23659399,Cosby Creek,Inadu Creek,5177.265625,,,m,UTM,NAD83,17,,Cosby District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",a642119c-0550-403b-a851-97ea274fe831,Inadu Mountain,,Snake Den Ridge Trail,Cosby Campround Road B,Certified,35° 43.901' N,83° 14.196' W,"35° 43' 54.082"" N","83° 14' 11.738"" W",Summit,1288922,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,48
-83.2107103,35.73565984,,,2020-04-13T04:50:42.955Z,Derived/Calculated,LUFTEE KNOB,Great Smoky Mountians National Park,Cocke,Tennessee,300075.57,3956882.44,35.73565293,-83.21070632,Cosby Creek,,4564.296387,,,m,UTM,NAD83,17,,Cosby District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Upper slopes, mesas",c029f8df-5508-4ddc-95dd-7e16bce6f1c4,Camel HuMile Post Mountain,,Appalachian Trail,Cosby Campround Road B,Certified,35° 44.139' N,83° 12.642' W,"35° 44' 8.351"" N","83° 12' 38.543"" W",Summit,1279360,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,49
-83.2426515,35.73690867,,,2020-04-13T04:50:42.955Z,Derived/Calculated,LUFTEE KNOB,Great Smoky Mountians National Park,Cocke,Tennessee,297189.68,3957086.59,35.73690177,-83.24264751,Cosby Creek,,5179.533203,,,m,UTM,NAD83,17,,Cosby District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",09445608-b66e-44c0-9ac6-ef7971ef1700,Snake Den Mountain,,Snake Den Ridge Trail,Cosby Campround Road B,Certified,35° 44.214' N,83° 14.559' W,"35° 44' 12.846"" N","83° 14' 33.531"" W",Summit,1270751,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,50
-83.5654173,35.56589232,,,2020-04-13T04:50:42.955Z,Derived/Calculated,SILERS BALD,Great Smoky Mountians National Park,Sevier,Tennessee,267499.53,3938829.22,35.56588547,-83.56541323,Forney Creek,Jonas Creek,5597.319336,,,m,UTM,NAD83,17,,Deep Creek District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",7b2e635a-1ff3-4fe3-9006-86dd7a9086c6,Silers Bald,,Appalachian Trail,Clingmans Dome Road Parking #3,Certified,35° 33.953' N,83° 33.925' W,"35° 33' 57.188"" N","83° 33' 55.488"" W",Summit,1303619,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,51
-83.49329079,35.54183132,,,2020-04-13T04:50:42.955Z,Derived/Calculated,CLINGMANS DOME,Great Smoky Mountians National Park,Swain,North Carolina,273970.05,3935991.89,35.54182447,-83.49328674,Noland Creek,Keeyuga Creek,5909.137695,,,m,UTM,NAD83,17,,Deep Creek District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Upper slopes, mesas",6660b88d-9c3e-45db-ab17-13547afc1bd3,Andrews Bald,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Certified,35° 32.509' N,83° 29.597' W,"35° 32' 30.568"" N","83° 29' 35.832"" W",Summit,1018823,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,52
-83.86620632,35.52060842,,,2020-04-13T04:50:42.955Z,Derived/Calculated,CADES COVE,Great Smoky Mountians National Park,Swain,North Carolina,240086.12,3934557.22,35.52060159,-83.86620216,Abrams Creek Upper,,4937.992188,,,m,UTM,NAD83,17,,Cades Cove District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Upper slopes, mesas",cd3a21fc-870b-43c5-ad19-22482153faa1,Gregory Bald,,Gregory Bald Trail,Parson Branch Road,Certified,35° 31.236' N,83° 51.972' W,"35° 31' 14.166"" N","83° 51' 58.328"" W",Summit,1000702,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,53
-83.78356312,35.56729501,,,2020-04-13T04:50:42.955Z,Derived/Calculated,CADES COVE,Great Smoky Mountians National Park,Blount,Tennessee,247728.76,3939522.14,35.56728816,-83.78355899,Abrams Creek Upper,Russell Field Branch,4365.978027,,,m,UTM,NAD83,17,,Cades Cove District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Upper slopes, mesas",2b8057c1-9eca-470d-b928-0fcc87860b06,Pole Knob,,Appalachian Trail,Cades Cove Loop Road,Certified,35° 34.037' N,83° 47.014' W,"35° 34' 2.237"" N","83° 47' 0.812"" W",Summit,1298029,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,54
-83.76427176,35.56292682,,,2020-04-13T04:50:42.955Z,Derived/Calculated,CADES COVE,Great Smoky Mountians National Park,Blount,Tennessee,249463.95,3938988.21,35.56291998,-83.76426763,Abrams Creek Upper,,4458.978027,,,m,UTM,NAD83,17,,Cades Cove District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Upper slopes, mesas",8c536470-e447-4614-9095-da235c7f7f9b,MccaMile Postbell Knob,,Appalachian Trail,Cades Cove Loop Road,Certified,35° 33.775' N,83° 45.856' W,"35° 33' 46.512"" N","83° 45' 51.363"" W",Summit,1021380,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,55
-83.79135417,35.57438677,,,2020-04-13T04:50:42.955Z,Derived/Calculated,CADES COVE,Great Smoky Mountians National Park,Blount,Tennessee,247044.8,3940328.97,35.57437993,-83.79135003,Abrams Creek Upper,,3860.881592,,,m,UTM,NAD83,17,,Cades Cove District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",4533b4db-a76c-4131-ad79-2e12fc321692,Cobb Butt,,Appalachian Trail,Cades Cove Loop Road,Certified,35° 34.463' N,83° 47.481' W,"35° 34' 27.768"" N","83° 47' 28.860"" W",Summit,1280818,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,56
-83.81064034,35.51647293,,,2020-04-13T04:50:42.955Z,Derived/Calculated,CADES COVE,Great Smoky Mountians National Park,Swain,North Carolina,245113.22,3933953.2,35.51646609,-83.8106362,Eagle Creek,Little Tommy Branch,4468.76709,,,m,UTM,NAD83,17,,Deep Creek District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",72e45e23-fd17-47cc-9d08-c6af67edc59b,Greer Knob,,Appalachian Trail,Forge Creek Parking @ End,Certified,35° 30.988' N,83° 48.638' W,"35° 30' 59.278"" N","83° 48' 38.290"" W",Summit,986134,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,57
-83.77260196,35.5326339,,,2020-04-13T04:50:42.955Z,Derived/Calculated,CADES COVE,Great Smoky Mountians National Park,Swain,North Carolina,248614.13,3935648.49,35.53262706,-83.77259783,Eagle Creek,,4178.34668,,,m,UTM,NAD83,17,,Deep Creek District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",c36cdb19-2a65-4854-a313-5d910a51d89b,Pond Knob,,Eagle Creek Trail,Cades Cove Loop Road,Certified,35° 31.958' N,83° 46.356' W,"35° 31' 57.457"" N","83° 46' 21.352"" W",Summit,992655,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,58
-83.79217055,35.51220173,,,2020-04-13T04:50:42.955Z,Derived/Calculated,CADES COVE,Great Smoky Mountians National Park,Swain,North Carolina,246775.19,3933431.69,35.5121949,-83.79216641,Eagle Creek,Boulder Branch,3702.175537,,,m,UTM,NAD83,17,,Deep Creek District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",ced832d6-066e-4f02-a8e3-0b9723fdd781,Big Swag,,Appalachian Trail,Lakeview Drive West,Certified,35° 30.732' N,83° 47.530' W,"35° 30' 43.902"" N","83° 47' 31.799"" W",Summit,981461,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,59
-83.7893574,35.54738871,,,2020-04-13T04:50:42.955Z,Derived/Calculated,CADES COVE,Great Smoky Mountians National Park,Blount,Tennessee,247140.92,3937328.42,35.54738186,-83.78935326,Eagle Creek,Adams Hollow,4772.334473,,,m,UTM,NAD83,17,,Cades Cove District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Upper slopes, mesas",90c5121f-c7c0-409d-bd9b-9c2037bc4057,Devils Tater Patch,,Appalachian Trail,Cades Cove Loop Road,Certified,35° 32.843' N,83° 47.361' W,"35° 32' 50.575"" N","83° 47' 21.672"" W",Summit,984154,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,60
-83.87404549,35.59922152,,,2020-04-13T04:50:42.955Z,Derived/Calculated,CADES COVE,Great Smoky Mountians National Park,Blount,Tennessee,239629.71,3943300.21,35.59921467,-83.87404132,Abrams Creek Lower,,2041.532349,,,m,UTM,NAD83,17,,Cades Cove District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",1af238ec-0b5d-44cb-ab5c-d6fce8c06acb,Spruce Double,,Abrams Falls Trail,Abrams Falls Parking Lot,Certified,35° 35.953' N,83° 52.442' W,"35° 35' 57.173"" N","83° 52' 26.549"" W",Summit,1271157,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,61
-83.87087891,35.58457199,,,2020-04-13T04:50:42.955Z,Derived/Calculated,CADES COVE,Great Smoky Mountians National Park,Blount,Tennessee,239869.22,3941666.43,35.58456515,-83.87087474,Abrams Creek Lower,Law Branch,2314.407715,,,m,UTM,NAD83,17,,Cades Cove District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Upper slopes, mesas",ed256dd9-f91a-45cf-94d3-e479c977810e,Coon Butt,,Rabbit Creek Trail,Abrams Falls Parking Lot,Certified,35° 35.074' N,83° 52.252' W,"35° 35' 4.435"" N","83° 52' 15.149"" W",Summit,1281159,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,62
-83.86831579,35.53223111,,,2020-04-13T04:50:42.955Z,Derived/Calculated,CADES COVE,Great Smoky Mountians National Park,Blount,Tennessee,239932.32,3935852.34,35.53222427,-83.86831163,Abrams Creek Upper,Panther Creek,4358.915039,,,m,UTM,NAD83,17,,Cades Cove District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Upper slopes, mesas",e69319e5-8cb7-4ab1-a6e7-d0f6b27d2b28,High Point,,Gregory Bald Trail,Parson Branch Road,Certified,35° 31.933' N,83° 52.099' W,"35° 31' 56.007"" N","83° 52' 5.922"" W",Summit,1287705,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,63
-83.84909818,35.51050623,,,2020-04-13T04:50:42.955Z,Derived/Calculated,CADES COVE,Great Smoky Mountians National Park,Swain,North Carolina,241605.54,3933391.37,35.5104994,-83.84909403,Lake Cheoah-Little Tennessee River,Rye Patch Branch,4379.774414,,,m,UTM,NAD83,17,,Deep Creek District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,Open slopes,b979e748-9f4b-4471-851d-a8ae08bbf0f2,Rye Patch,,Long Hungry Ridge Trail,Parson Branch Road,Certified,35° 30.630' N,83° 50.946' W,"35° 30' 37.798"" N","83° 50' 56.739"" W",Summit,,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,64
-83.84171567,35.52172517,,,2020-04-13T04:50:42.955Z,Derived/Calculated,CADES COVE,Great Smoky Mountians National Park,Blount,Tennessee,242311.16,3934616.78,35.52171833,-83.84171152,Abrams Creek Upper,Forge Knob Branch,4458.055664,,,m,UTM,NAD83,17,,Cades Cove District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",9d3e80a6-aeb2-4c37-8b9f-32b17d65418c,Forge Knob,,Gregory Bald Trail,Parson Branch Road,Certified,35° 31.303' N,83° 50.503' W,"35° 31' 18.186"" N","83° 50' 30.162"" W",Summit,1020305,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,65
-83.82524051,35.52438171,,,2020-04-13T04:50:42.955Z,Derived/Calculated,CADES COVE,Great Smoky Mountians National Park,Blount,Tennessee,243813.99,3934868.55,35.52437488,-83.82523637,Lake Cheoah-Little Tennessee River,Green Branch,4524.515137,,,m,UTM,NAD83,17,,Deep Creek District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Upper slopes, mesas",0d83612a-47e6-409a-b648-dc6209305b3d,Brier Lick Knob,,Gregory Bald Trail,Parson Branch Road,Certified,35° 31.462' N,83° 49.514' W,"35° 31' 27.750"" N","83° 49' 30.851"" W",Summit,1019297,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,66
-83.81982895,35.52580272,,,2020-04-13T04:50:42.955Z,Derived/Calculated,CADES COVE,Great Smoky Mountians National Park,Swain,North Carolina,244309.34,3935012.15,35.52579589,-83.81982481,Eagle Creek,Big Tommy Branch,4531.203613,,,m,UTM,NAD83,17,,Deep Creek District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",d302945d-20d4-4386-b99c-c5faeeae1624,Doe Knob,,Appalachian Trail,Forge Creek Parking @ End,Certified,35° 31.548' N,83° 49.189' W,"35° 31' 32.865"" N","83° 49' 11.369"" W",Summit,1019995,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,67
-83.81294523,35.53159092,,,2020-04-13T04:50:42.955Z,Derived/Calculated,CADES COVE,Great Smoky Mountians National Park,Swain,North Carolina,244952.03,3935636.5,35.53158408,-83.81294109,Eagle Creek,Thomas Cove Branch,4442.555176,,,m,UTM,NAD83,17,,Cades Cove District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Upper slopes, mesas",0faa30b4-1d9e-4f34-85b0-aca734cd1a2b,Powell Knob,,Appalachian Trail,Forge Creek Parking @ End,Certified,35° 31.895' N,83° 48.776' W,"35° 31' 53.703"" N","83° 48' 46.588"" W",Summit,992771,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,68
-83.81358749,35.55067185,,,2020-04-13T04:50:42.955Z,Derived/Calculated,CADES COVE,Great Smoky Mountians National Park,Blount,Tennessee,244954.26,3937755.19,35.55066501,-83.81358335,Abrams Creek Upper,Licklog Branch,3588.921875,,,m,UTM,NAD83,17,,Cades Cove District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Upper slopes, mesas",ec441724-ca39-41a4-9008-3e31cb268cf1,Mollies Butt,,Appalachian Trail,Forge Creek Parking @ End,Certified,35° 33.040' N,83° 48.815' W,"35° 33' 2.394"" N","83° 48' 48.900"" W",Summit,1294153,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,69
-83.70630571,35.56852335,,,2020-04-13T04:50:42.955Z,Derived/Calculated,THUNDERHEAD MOUNTAIN,Great Smoky Mountians National Park,Swain,North Carolina,254735.99,3939463.11,35.56851651,-83.7063016,Eagle Creek,,5528.735352,,,m,UTM,NAD83,17,,Deep Creek District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",0d0869d4-34fc-4af9-8c46-0b5e66ee0893,Thunderhead Mountain,,Appalachian Trail,Laurel Creek Road,Certified,35° 34.111' N,83° 42.378' W,"35° 34' 6.659"" N","83° 42' 22.686"" W",Summit,1000717,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,70
-83.71946603,35.54601146,,,2020-04-13T04:50:42.955Z,Derived/Calculated,THUNDERHEAD MOUNTAIN,Great Smoky Mountians National Park,Swain,North Carolina,253474.03,3936998.36,35.54600462,-83.71946191,Eagle Creek,Paw Paw Creek,5100.878418,,,m,UTM,NAD83,17,,Deep Creek District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",33f38f1f-d167-4de2-8376-eb555ef202d2,De Armond Bald,,Jenkins Ridge Trail,Laurel Creek Road,Certified,35° 32.760' N,83° 43.168' W,"35° 32' 45.617"" N","83° 43' 10.063"" W",Summit,984022,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,71
-83.73816556,35.5859903,,,2020-04-13T04:50:42.955Z,Derived/Calculated,THUNDERHEAD MOUNTAIN,Great Smoky Mountians National Park,Blount,Tennessee,251901.84,3941480.91,35.58598345,-83.73816144,Little River-Crooked Creek,Sugar Cove Prong,4001.744873,,,m,UTM,NAD83,17,,Cades Cove District,2020-04-13T04:50:42.955Z,GRSM - Great Smoky Mountains National Park,,"Mountain tops,high ridges",c52de3b1-12da-4550-be4a-2b93765e4c15,Cold Water Knob,,Bote Mountain Trail,Laurel Creek Road,Certified,35° 35.159' N,83° 44.290' W,"35° 35' 9.540"" N","83° 44' 17.381"" W",Summit,1280907,C3022 ,,,,Public Map Display,Unrestricted,SER,GRSM User,GRSM User,>=1m and <5m,>=1m and <5m,72
